,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
0,1610612737,2018,00,Justin Anderson,1,G-F,6-6,230,"NOV 19, 1993",24.0,3,Virginia,1626147
1,1610612737,2018,00,Tyler Dorsey,2,G,6-5,183,"FEB 18, 1996",22.0,1,Oregon,1628416
2,1610612737,2018,00,Kevin Huerter,3,G,6-7,190,"AUG 27, 1998",20.0,R,Maryland,1628989
3,1610612737,2018,00,Daniel Hamilton,5,G-F,6-7,195,"AUG 08, 1995",23.0,1,Connecticut,1627772
4,1610612737,2018,00,Omari Spellman,6,F,6-9,245,"JUL 21, 1997",21.0,R,Villanova,1629016
5,1610612737,2018,00,Jeremy Lin,7,G,6-3,200,"AUG 23, 1988",30.0,8,Harvard,202391
6,1610612737,2018,00,Jaylen Adams,10,G,6-2,190,"MAY 04, 1996",22.0,R,St. Bonaventure,1629121
7,1610612737,2018,00,Trae Young,11,G,6-2,180,"SEP 19, 1998",20.0,R,Oklahoma,1629027
8,1610612737,2018,00,Taurean Prince,12,F,6-8,220,"MAR 22, 1994",24.0,2,Baylor,1627752
9,1610612737,2018,00,Dewayne Dedmon,14,C,7-0,245,"AUG 12, 1989",29.0,5,Southern California,203473
10,1610612737,2018,00,Vince Carter,15,F-G,6-6,220,"JAN 26, 1977",41.0,20,North Carolina,1713
11,1610612737,2018,00,Miles Plumlee,18,C,6-11,249,"SEP 01, 1988",30.0,6,Duke,203101
12,1610612737,2018,00,John Collins,20,F-C,6-10,235,"SEP 23, 1997",21.0,1,Wake Forest,1628381
13,1610612737,2018,00,Alex Poythress,22,F,6-9,235,"SEP 06, 1993",25.0,2,Kentucky,1627816
14,1610612737,2018,00,Kent Bazemore,24,G,6-5,201,"JUL 01, 1989",29.0,6,Old Dominion,203145
15,1610612737,2018,00,Alex Len,25,C,7-1,250,"JUN 16, 1993",25.0,5,Maryland,203458
16,1610612737,2018,00,DeAndre' Bembry,95,F,6-6,210,"JUL 04, 1994",24.0,2,Saint Joseph's,1627761
0,1610612738,2018,00,Jayson Tatum,0,F,6-8,208,"MAR 03, 1998",20.0,1,Duke,1628369
1,1610612738,2018,00,Jaylen Brown,7,G,6-7,220,"OCT 24, 1996",22.0,2,California,1627759
2,1610612738,2018,00,Brad Wanamaker,9,G,6-4,210,"JUL 25, 1989",29.0,R,Pittsburgh,202954
3,1610612738,2018,00,Kyrie Irving,11,G,6-3,193,"MAR 23, 1992",26.0,7,Duke,202681
4,1610612738,2018,00,Terry Rozier,12,G,6-1,190,"MAR 17, 1994",24.0,3,Louisville,1626179
5,1610612738,2018,00,Marcus Morris,13,F,6-9,235,"SEP 02, 1989",29.0,7,Kansas,202694
6,1610612738,2018,00,Gordon Hayward,20,F,6-8,225,"MAR 23, 1990",28.0,8,Butler,202330
7,1610612738,2018,00,Jabari Bird,26,G,6-6,198,"JUL 03, 1994",24.0,1,California,1628444
8,1610612738,2018,00,Daniel Theis,27,F,6-8,243,"APR 04, 1992",26.0,1,,1628464
9,1610612738,2018,00,Guerschon Yabusele,30,F,6-8,260,"DEC 17, 1995",22.0,1,,1627824
10,1610612738,2018,00,Marcus Smart,36,G,6-4,220,"MAR 06, 1994",24.0,4,Oklahoma State,203935
11,1610612738,2018,00,Semi Ojeleye,37,F,6-7,241,"DEC 05, 1994",23.0,1,Southern Methodist,1628400
12,1610612738,2018,00,Al Horford,42,C-F,6-10,245,"JUN 03, 1986",32.0,11,Florida,201143
13,1610612738,2018,00,Robert Williams III,44,C-F,6-10,240,"OCT 17, 1997",21.0,R,Texas A&M,1629057
14,1610612738,2018,00,Walter Lemon Jr.,45,G,6-3,180,"JUL 26, 1992",26.0,1,Bradley,1627215
15,1610612738,2018,00,Aron Baynes,46,C-F,6-10,260,"DEC 09, 1986",31.0,6,Washington State,203382
16,1610612738,2018,00,PJ Dozier,50,G-F,6-6,205,"OCT 25, 1996",22.0,1,South Carolina,1628408
0,1610612739,2018,00,Kevin Love,0,F-C,6-10,251,"SEP 07, 1988",30.0,10,UCLA,201567
1,1610612739,2018,00,Rodney Hood,1,G,6-8,206,"OCT 20, 1992",26.0,4,Duke,203918
2,1610612739,2018,00,Collin Sexton,2,G,6-2,190,"JAN 04, 1999",19.0,R,Alabama,1629012
3,1610612739,2018,00,George Hill,3,G,6-3,188,"MAY 04, 1986",32.0,10,Indiana Purdue-Indianapolis,201588
4,1610612739,2018,00,JR Smith,5,G-F,6-6,225,"SEP 09, 1985",33.0,14,St. Benedict's Prep (NJ),2747
5,1610612739,2018,00,Jordan Clarkson,8,G,6-5,194,"JUN 07, 1992",26.0,4,Missouri,203903
6,1610612739,2018,00,Channing Frye,9,F-C,7-0,255,"MAY 17, 1983",35.0,12,Arizona,101112
7,1610612739,2018,00,David Nwaba,12,G,6-4,219,"JAN 14, 1993",25.0,2,Cal Poly-S.L.O.,1628021
8,1610612739,2018,00,Tristan Thompson,13,C-F,6-10,238,"MAR 13, 1991",27.0,7,Texas,202684
9,1610612739,2018,00,Sam Dekker,15,F,6-9,230,"MAY 08, 1994",24.0,3,Wisconsin,1626155
10,1610612739,2018,00,Cedi Osman,16,F,6-8,215,"APR 08, 1995",23.0,1,Anadolu Efes,1626224
11,1610612739,2018,00,Billy Preston,20,F,6-10,240,"OCT 26, 1997",21.0,R,University of Kansas,1629009
12,1610612739,2018,00,Larry Nance Jr.,22,F,6-9,230,"JAN 01, 1993",25.0,3,Wyoming,1626204
13,1610612739,2018,00,Kyle Korver,26,G-F,6-7,212,"MAR 17, 1981",37.0,15,Creighton,2594
14,1610612739,2018,00,Ante Zizic,41,C,6-11,254,"JAN 04, 1997",21.0,1,,1627790
15,1610612739,2018,00,Andrew Harrison,55,G,6-6,213,"OCT 28, 1994",24.0,2,Kentucky,1626150
0,1610612740,2018,00,Ian Clark,2,G,6-3,175,"MAR 07, 1991",27.0,5,Belmont,203546
1,1610612740,2018,00,Nikola Mirotic,3,F,6-10,250,"FEB 11, 1991",27.0,4,,202703
2,1610612740,2018,00,Elfrid Payton,4,G,6-4,185,"FEB 22, 1994",24.0,4,Louisiana-Lafayette,203901
3,1610612740,2018,00,Trevon Bluiett,5,G-F,6-6,198,"NOV 04, 1994",24.0,R,Xavier (Ohio),1629129
4,1610612740,2018,00,Jahlil Okafor,8,C,6-11,275,"DEC 15, 1995",22.0,3,Duke,1626143
5,1610612740,2018,00,Tim Frazier,10,G,6-1,170,"NOV 01, 1990",28.0,4,,204025
6,1610612740,2018,00,Jrue Holiday,11,G,6-4,205,"JUN 12, 1990",28.0,9,UCLA,201950
7,1610612740,2018,00,Cheick Diallo,13,F,6-9,220,"SEP 13, 1996",22.0,2,Kansas,1627767
8,1610612740,2018,00,Frank Jackson,15,G,6-3,205,"MAY 04, 1998",20.0,R,Duke,1628402
9,1610612740,2018,00,Darius Miller,21,F,6-8,225,"MAR 21, 1990",28.0,4,Kentucky,203121
10,1610612740,2018,00,Anthony Davis,23,F-C,6-10,253,"MAR 11, 1993",25.0,6,Kentucky,203076
11,1610612740,2018,00,Julius Randle,30,F,6-9,250,"NOV 29, 1994",23.0,4,Kentucky,203944
12,1610612740,2018,00,Wesley Johnson,33,F-G,6-7,215,"JUL 11, 1987",31.0,8,Syracuse,202325
13,1610612740,2018,00,Kenrich Williams,34,G-F,6-7,210,"DEC 02, 1994",23.0,R,,1629026
14,1610612740,2018,00,Solomon Hill,44,F,6-7,225,"MAR 18, 1991",27.0,5,Arizona,203524
15,1610612740,2018,00,E'Twaun Moore,55,G,6-4,191,"FEB 25, 1989",29.0,7,Purdue,202734
0,1610612741,2018,00,Tyler Ulis,0,G,5-10,160,"JAN 05, 1996",22.0,2,Kentucky,1627755
1,1610612741,2018,00,Jabari Parker,2,F,6-8,245,"MAR 15, 1995",23.0,4,Duke,203953
2,1610612741,2018,00,Shaquille Harrison,3,G,6-4,190,"OCT 06, 1993",25.0,1,Tulsa,1627885
3,1610612741,2018,00,Bobby Portis,5,F,6-11,250,"FEB 10, 1995",23.0,3,Arkansas,1626171
4,1610612741,2018,00,Cristiano Felicio,6,F-C,6-10,265,"JUL 07, 1992",26.0,3,,1626245
5,1610612741,2018,00,Justin Holiday,7,F-G,6-6,181,"APR 05, 1989",29.0,5,Washington,203200
6,1610612741,2018,00,Zach LaVine,8,G,6-5,200,"MAR 10, 1995",23.0,4,UCLA,203897
7,1610612741,2018,00,Antonio Blakeney,9,G,6-4,192,"OCT 04, 1996",22.0,1,Louisiana State,1628469
8,1610612741,2018,00,Chandler Hutchison,15,F,6-7,197,"APR 26, 1996",22.0,R,Boise State,1628990
9,1610612741,2018,00,Rawle Alkins,20,G,6-5,225,"OCT 29, 1997",21.0,R,,1628959
10,1610612741,2018,00,Cameron Payne,22,G,6-3,190,"AUG 08, 1994",24.0,3,Murray State,1626166
11,1610612741,2018,00,Lauri Markkanen,24,F,7-0,240,"MAY 22, 1997",21.0,1,Arizona,1628374
12,1610612741,2018,00,Kris Dunn,32,G,6-4,205,"MAR 18, 1994",24.0,2,Providence,1627739
13,1610612741,2018,00,Wendell Carter Jr.,34,F,6-10,255,"APR 16, 1999",19.0,R,Duke,1628976
14,1610612741,2018,00,Robin Lopez,42,C,7-0,275,"APR 01, 1988",30.0,10,Stanford,201577
15,1610612741,2018,00,Denzel Valentine,45,G,6-6,210,"NOV 16, 1993",24.0,2,Michigan State,1627756
16,1610612741,2018,00,Ryan Arcidiacono,51,G,6-3,200,"MAR 26, 1994",24.0,1,Villanova,1627853
0,1610612742,2018,00,Dennis Smith Jr.,1,G,6-3,195,"NOV 25, 1997",20.0,1,North Carolina State,1628372
1,1610612742,2018,00,Daryl Macon,3,G,6-3,185,"NOV 29, 1995",22.0,R,Arkansas,1629133
2,1610612742,2018,00,J.J. Barea,5,G,6-0,185,"JUN 26, 1984",34.0,12,Northeastern,200826
3,1610612742,2018,00,DeAndre Jordan,6,C,6-11,265,"JUL 21, 1988",30.0,10,Texas A&M,201599
4,1610612742,2018,00,Dwight Powell,7,F-C,6-11,240,"JUL 20, 1991",27.0,4,Stanford,203939
5,1610612742,2018,00,Dorian Finney-Smith,10,F,6-8,220,"MAY 04, 1993",25.0,2,Florida,1627827
6,1610612742,2018,00,Jalen Brunson,13,G,6-3,190,"AUG 31, 1996",22.0,R,Villanova,1628973
7,1610612742,2018,00,Wesley Matthews,23,G-F,6-5,220,"OCT 14, 1986",32.0,9,Marquette,202083
8,1610612742,2018,00,Ray Spalding,26,F,6-10,215,"MAR 11, 1997",21.0,R,Louisville,1629034
9,1610612742,2018,00,Devin Harris,34,G,6-3,185,"FEB 27, 1983",35.0,14,Wisconsin,2734
10,1610612742,2018,00,Kostas Antetokounmpo,37,F,6-10,200,"NOV 20, 1997",20.0,R,Dayton,1628961
11,1610612742,2018,00,Harrison Barnes,40,F,6-8,225,"MAY 30, 1992",26.0,6,North Carolina,203084
12,1610612742,2018,00,Dirk Nowitzki,41,F,7-0,245,"JUN 19, 1978",40.0,20,"Wurzburg, Germany",1717
13,1610612742,2018,00,Maxi Kleber,42,F,6-11,240,"JAN 29, 1992",26.0,1,,1628467
14,1610612742,2018,00,Ryan Broekhoff,45,G-F,6-7,215,"AUG 23, 1990",28.0,R,,1629151
15,1610612742,2018,00,Salah Mejri,50,C,7-2,235,"JUN 15, 1986",32.0,3,,1626257
16,1610612742,2018,00,Luka Doncic,77,F-G,6-7,218,"FEB 28, 1999",19.0,R,,1629029
0,1610612743,2018,00,Isaiah Thomas,0,G,5-9,185,"FEB 07, 1989",29.0,7,Washington,202738
1,1610612743,2018,00,Michael Porter Jr.,1,F,6-10,210,"JUN 29, 1998",20.0,R,Missouri,1629008
2,1610612743,2018,00,Torrey Craig,3,F,6-7,215,"DEC 19, 1990",27.0,1,South Carolina Upstate,1628470
3,1610612743,2018,00,Paul Millsap,4,F,6-8,246,"FEB 10, 1985",33.0,12,Louisiana Tech,200794
4,1610612743,2018,00,Will Barton,5,G,6-6,190,"JAN 06, 1991",27.0,6,Memphis,203115
5,1610612743,2018,00,Trey Lyles,7,F,6-10,234,"NOV 05, 1995",23.0,3,Kentucky,1626168
6,1610612743,2018,00,Jarred Vanderbilt,8,F,6-9,214,"APR 03, 1999",19.0,R,Kentucky,1629020
7,1610612743,2018,00,Monte Morris,11,G,6-3,175,"JUN 27, 1995",23.0,1,Iowa State,1628420
8,1610612743,2018,00,Gary Harris,14,G,6-4,210,"SEP 14, 1994",24.0,4,Michigan State,203914
9,1610612743,2018,00,Nikola Jokic,15,C,7-0,250,"FEB 19, 1995",23.0,3,,203999
10,1610612743,2018,00,Tyler Lydon,20,F,6-10,225,"APR 09, 1996",22.0,1,Syracuse,1628399
11,1610612743,2018,00,DeVaughn Akoon-Purcell,23,G-F,6-6,200,"JUN 05, 1993",25.0,R,Illinois State,1629152
12,1610612743,2018,00,Mason Plumlee,24,F-C,6-11,235,"MAR 05, 1990",28.0,5,Duke,203486
13,1610612743,2018,00,Malik Beasley,25,G,6-5,195,"NOV 26, 1996",21.0,2,Florida State,1627736
14,1610612743,2018,00,Jamal Murray,27,G,6-4,207,"FEB 23, 1997",21.0,2,Kentucky,1627750
15,1610612743,2018,00,Juancho Hernangomez,41,F,6-9,230,"SEP 28, 1995",23.0,2,,1627823
16,1610612743,2018,00,Thomas Welsh,45,C,7-0,255,"FEB 03, 1996",22.0,R,California-Los Angeles,1629118
0,1610612744,2018,00,DeMarcus Cousins,0,C,6-11,270,"AUG 13, 1990",28.0,8,Kentucky,202326
1,1610612744,2018,00,Damion Lee,1,G,6-6,210,"OCT 21, 1992",26.0,1,Louisville,1627814
2,1610612744,2018,00,Jordan Bell,2,F,6-9,224,"JAN 07, 1995",23.0,1,Oregon,1628395
3,1610612744,2018,00,Quinn Cook,4,G,6-2,179,"MAR 23, 1993",25.0,2,Duke,1626188
4,1610612744,2018,00,Kevon Looney,5,F,6-9,220,"FEB 06, 1996",22.0,3,UCLA,1626172
5,1610612744,2018,00,Andre Iguodala,9,G-F,6-6,215,"JAN 28, 1984",34.0,14,Arizona,2738
6,1610612744,2018,00,Jacob Evans,10,G,6-6,210,"JUN 18, 1997",21.0,R,Cincinnati,1628980
7,1610612744,2018,00,Klay Thompson,11,G,6-7,215,"FEB 08, 1990",28.0,7,Washington State,202691
8,1610612744,2018,00,Damian Jones,15,C,7-0,245,"JUN 30, 1995",23.0,2,Vanderbilt,1627745
9,1610612744,2018,00,Jonas Jerebko,21,F,6-10,231,"MAR 02, 1987",31.0,8,"Kinna, Sweden",201973
10,1610612744,2018,00,Draymond Green,23,F,6-7,230,"MAR 04, 1990",28.0,6,Michigan State,203110
11,1610612744,2018,00,Alfonzo McKinnie,28,F,6-8,215,"SEP 17, 1992",26.0,1,Wisc.-Green Bay,1628035
12,1610612744,2018,00,Stephen Curry,30,G,6-3,190,"MAR 14, 1988",30.0,9,Davidson,201939
13,1610612744,2018,00,Marcus Derrickson,32,F,6-7,249,"FEB 01, 1996",22.0,R,,1629094
14,1610612744,2018,00,Shaun Livingston,34,G,6-7,192,"SEP 11, 1985",33.0,13,Peoria Central HS (IL),2733
15,1610612744,2018,00,Kevin Durant,35,F,6-9,240,"SEP 29, 1988",30.0,11,Texas,201142
0,1610612745,2018,00,Marquese Chriss,0,F,6-10,240,"JUL 02, 1997",21.0,2,Washington,1627737
1,1610612745,2018,00,Michael Carter-Williams,1,G,6-6,190,"OCT 10, 1991",27.0,5,Syracuse,203487
2,1610612745,2018,00,Brandon Knight,2,G,6-3,195,"DEC 02, 1991",26.0,6,Kentucky,202688
3,1610612745,2018,00,Chris Paul,3,G,6-0,175,"MAY 06, 1985",33.0,13,Wake Forest,101108
4,1610612745,2018,00,Gary Clark,6,F,6-8,225,"NOV 16, 1994",23.0,R,,1629109
5,1610612745,2018,00,Carmelo Anthony,7,F,6-8,240,"MAY 29, 1984",34.0,15,Syracuse,2546
6,1610612745,2018,00,James Ennis III,8,F,6-7,210,"JUL 01, 1990",28.0,4,Long Beach State,203516
7,1610612745,2018,00,Zhou Qi,9,F-C,7-1,210,"JAN 16, 1996",22.0,1,,1627753
8,1610612745,2018,00,Eric Gordon,10,G,6-4,215,"DEC 25, 1988",29.0,10,Indiana,201569
9,1610612745,2018,00,Vincent Edwards,12,F,6-8,225,"APR 05, 1996",22.0,R,Purdue,1629053
10,1610612745,2018,00,James Harden,13,G,6-5,220,"AUG 26, 1989",29.0,9,Arizona State,201935
11,1610612745,2018,00,Gerald Green,14,G-F,6-7,205,"JAN 26, 1986",32.0,11,Gulf Shores Aca. (TX),101123
12,1610612745,2018,00,Clint Capela,15,C,6-10,240,"MAY 18, 1994",24.0,4,,203991
13,1610612745,2018,00,PJ Tucker,17,F,6-6,245,"MAY 05, 1985",33.0,7,Texas,200782
14,1610612745,2018,00,Nene,42,C-F,6-11,250,"SEP 13, 1982",36.0,16,"Sao Carlos, Brazil",2403
15,1610612745,2018,00,Isaiah Hartenstein,55,F-C,7-0,249,"MAY 05, 1998",20.0,R,,1628392
0,1610612746,2018,00,Sindarius Thornwell,0,G,6-5,215,"NOV 15, 1994",23.0,1,South Carolina,1628414
1,1610612746,2018,00,Shai Gilgeous-Alexander,2,G,6-6,181,"JUL 12, 1998",20.0,R,Kentucky,1628983
2,1610612746,2018,00,Milos Teodosic,4,G,6-5,196,"MAR 19, 1987",31.0,1,,1628462
3,1610612746,2018,00,Montrezl Harrell,5,F-C,6-8,240,"JAN 26, 1994",24.0,3,Louisville,1626149
4,1610612746,2018,00,Danilo Gallinari,8,F,6-10,225,"AUG 08, 1988",30.0,9,"Sant'Angelo Lodigiano, Italy",201568
5,1610612746,2018,00,Tyrone Wallace,9,G,6-5,198,"JUN 10, 1994",24.0,1,California,1627820
6,1610612746,2018,00,Jerome Robinson,10,G,6-5,190,"FEB 22, 1997",21.0,R,Boston College,1629010
7,1610612746,2018,00,Avery Bradley,11,G,6-2,180,"NOV 26, 1990",27.0,8,Texas,202340
8,1610612746,2018,00,Luc Mbah a Moute,12,F,6-8,230,"SEP 09, 1986",32.0,10,UCLA,201601
9,1610612746,2018,00,Marcin Gortat,13,C,6-11,240,"FEB 17, 1984",34.0,11,"Lodz, Poland",101162
10,1610612746,2018,00,Johnathan Motley,15,F,6-10,230,"MAY 04, 1995",23.0,1,Baylor,1628405
11,1610612746,2018,00,Patrick Beverley,21,G,6-1,185,"JUL 12, 1988",30.0,6,Arkansas,201976
12,1610612746,2018,00,Lou Williams,23,G,6-1,175,"OCT 27, 1986",32.0,13,South Gwinnett HS (GA),101150
13,1610612746,2018,00,Mike Scott,30,F,6-8,237,"JUL 16, 1988",30.0,6,Virginia,203118
14,1610612746,2018,00,Angel Delgado,31,C,6-10,245,"NOV 20, 1994",23.0,R,,1629116
15,1610612746,2018,00,Tobias Harris,34,F,6-9,235,"JUL 15, 1992",26.0,7,Tennessee,202699
16,1610612746,2018,00,Boban Marjanovic,51,C,7-3,290,"AUG 15, 1988",30.0,3,,1626246
0,1610612747,2018,00,Kyle Kuzma,0,F,6-9,220,"JUL 24, 1995",23.0,1,Utah,1628398
1,1610612747,2018,00,Kentavious Caldwell-Pope,1,G,6-5,205,"FEB 18, 1993",25.0,5,Georgia,203484
2,1610612747,2018,00,Lonzo Ball,2,G,6-6,190,"OCT 27, 1997",21.0,1,California-Los Angeles,1628366
3,1610612747,2018,00,Josh Hart,3,G,6-5,215,"MAR 06, 1995",23.0,1,Villanova,1628404
4,1610612747,2018,00,Alex Caruso,4,G,6-5,186,"FEB 28, 1994",24.0,1,Texas A&M,1627936
5,1610612747,2018,00,Tyson Chandler,5,C,7-1,240,"OCT 02, 1982",36.0,17,Dominquez H.S,2199
6,1610612747,2018,00,Lance Stephenson,6,G,6-6,230,"SEP 05, 1990",28.0,8,Cincinnati,202362
7,1610612747,2018,00,JaVale McGee,7,C,7-0,270,"JAN 19, 1988",30.0,10,Nevada,201580
8,1610612747,2018,00,Rajon Rondo,9,G,6-1,186,"FEB 22, 1986",32.0,12,Kentucky,200765
9,1610612747,2018,00,Svi Mykhailiuk,10,G,6-8,205,"JUN 10, 1997",21.0,R,Kansas,1629004
10,1610612747,2018,00,Michael Beasley,11,F,6-9,235,"JAN 09, 1989",29.0,10,Kansas State,201563
11,1610612747,2018,00,Brandon Ingram,14,F,6-9,190,"SEP 02, 1997",21.0,2,Duke,1627742
12,1610612747,2018,00,Moritz Wagner,15,C,6-11,245,"APR 26, 1997",21.0,R,Michigan,1629021
13,1610612747,2018,00,Isaac Bonga,17,G,6-8,180,"NOV 08, 1999",19.0,R,,1629067
14,1610612747,2018,00,Johnathan Williams,19,F,6-9,228,"MAY 22, 1995",23.0,R,Gonzaga,1629140
15,1610612747,2018,00,LeBron James,23,F,6-8,250,"DEC 30, 1984",33.0,15,St. Vincent-St. Mary HS (OH),2544
16,1610612747,2018,00,Ivica Zubac,40,C,7-1,240,"MAR 18, 1997",21.0,2,,1627826
0,1610612748,2018,00,Josh Richardson,0,G-F,6-6,200,"SEP 15, 1993",25.0,3,Tennessee,1626196
1,1610612748,2018,00,Yante Maten,00,F,6-8,240,"AUG 14, 1996",22.0,R,,1628999
2,1610612748,2018,00,Wayne Ellington,2,G,6-5,200,"NOV 29, 1987",30.0,9,North Carolina,201961
